Language Code	Glottocode	Display Name	Endonym	Medium	Biggest Script	Ethnologue Vitality 2013	Ethnologue Vitality 2025	Eth Digital Support	Adjusted Populaiton	Population	Parent Language	Parent Glottocode	Recommendation	Recommendation Reason
cap	chip1262	Chipaya	Chipay taqu		Latn	Developing	2 Stable	Ascending	0	1,625		uruc1242	Yes	
tlx	kheh1237	Khehek			Latn	Developing	2 Stable	Emerging	0	1,620		liku1245	Yes	
nlz	nalo1235	Nalögo			Latn	Developing	2 Stable	Still	0	1,620		natu1250	Yes	
woc	woge1237	Wogeo			Latn	Vigorous	3 Endangered	Still	0	1,620		kisw1234	Yes	
auc	waor1240	Waorani	Huao Terero		Latn	Threatened	3 Endangered	Ascending	0	1,616			Yes	
idi	idii1243	Idi			Latn	Vigorous	2 Stable	Emerging	0	1,610		paho1240	Yes	
juw	waph1238	Wãpha			Latn	Vigorous	3 Endangered	Still	0	1,610		jibu1240	Yes	
tqt	west1511	Western Totonac			Latn	Threatened	2 Stable	Still	0	1,610		cent1397	Yes	
aak	anka1246	Ankave			Latn	Developing	2 Stable	Emerging	0	1,600		sout3130	Yes	
kph	kpla1238	Kplang			Latn	Vigorous	2 Stable	Still	0	1,600		rive1262	Yes	
lbu	labu1248	Labu			Latn	Threatened	3 Endangered	Emerging	0	1,600		lowe1411	Yes	
lwm	laom1237	Laomian			Thai	Threatened	3 Endangered	Still	0	1,600		bisu1246	Yes	
bwb	namo1248	Namosi-Naitasiri-Serua			Latn	Vigorous	2 Stable	Emerging	0	1,600		west2518	Yes	
yly	nyal1254	Nyelâyu			Latn		3 Endangered	Emerging	0	1,600		nyal1256	Yes	
ury	orya1242	Orya	bahasa Orya		Latn	Threatened	3 Endangered	Emerging	0	1,600		toro1256	Yes	
skk	sokk1239	Sok				Vigorous			0	1,600	oyb	oyyy1238	No	ISO merged this into oyb
lwh	whit1266	White Lachi			Latn	Shifting	3 Endangered	Still	0	1,600		lach1247	Yes	
kbc	kadi1248	Kadiwéu			Latn	Threatened	2 Stable	Ascending	0	1,590		guai1249	Yes	
rmp	remp1241	Rempi			Latn	Vigorous	3 Endangered	Still	0	1,590		remp1242	Yes	
gwi	gwic1235	Gwichʼin	Gwich´in		Latn	Shifting	3 Endangered	Ascending	0	1,580		gwic1236	Yes	
ymp	yama1260	Yamap			Latn		2 Stable	Emerging	0	1,580		hote1244	Yes	
gmb	gula1270	Gula'alaa			Latn	Vigorous	2 Stable	Still	0	1,570		nort2833	Yes	
dah	gwah1244	Gwahatike			Latn	Developing	2 Stable	Emerging	0	1,570		waru1269	Yes	
meb	ikob1240	Ikobi			Latn	Vigorous	2 Stable	Still	0	1,570		tura1264	Yes	
irx	kamb1302	Kamberau			Latn	Shifting	3 Endangered	Still	0	1,570		saba1280	Yes	
tcx	toda1252	Toda	தோதா		Taml	Vigorous	2 Stable	Emerging	0	1,560		tami1293	Yes	
wuv	wuvu1239	Wuvulu-Aua			Latn	Developing	2 Stable	Emerging	0	1,560		west2532	Yes	
crx	carr1249	Carrier	ᑕᗸᒡ		Latn	Shifting	3 Endangered	Ascending	0	1,550		carr1248	Yes	
qup	sout2990	Southern Pastaza Quechua			Latn	Developing	2 Stable	Ascending	0	1,550	colo1257	past1249	Possibly	But probably want to use macrolanguage
vmx	tama1339	Tamazola Mixtec			Latn	Threatened	3 Endangered	Still	0	1,550		teoz1234	Yes	
nuz	tlam1239	Tlamacazapa Nahuatl			Latn	Threatened	3 Endangered	Emerging	0	1,550		nort3202	Yes	
amp	alam1246	Alamblak			Latn	Developing	3 Endangered	Emerging	0	1,530		east2496	Yes	
guf	gupa1247	Gupapuyngu			Latn	Developing	3 Endangered	Emerging	0	1,530		east2378	Yes	
sew	sewa1251	Sewa Bay			Latn	Vigorous	2 Stable	Still	0	1,520		dobu1240	Yes	
atv	nort2686	Northern Altai			Cyrl	Threatened	3 Endangered	Emerging	0	1,509		nort3423	Yes	
aio	aito1238	Aiton			Mymr	Threatened	3 Endangered	Emerging	0	1,500		assa1275	Yes	
apn	apin1244	Apinayé			Latn	Developing	2 Stable	Emerging	0	1,500		core1264	Yes	
atk	atii1237	Ati	bahasa Ati		Latn	Vigorous	3 Endangered	Still	0	1,500		mala1545	Yes	
bvz	bauz1241	Bauzi			Latn	Developing	2 Stable	Still	0	1,500		geel1240	Yes	
bgb	bobo1255	Bobongko	bahasa Bobongko		Latn	Vigorous	2 Stable	Still	0	1,500		salu1252	Yes	
dox	buss1239	Bussa			Ethi	Vigorous	3 Endangered	Still	0	1,500		gido1236	Yes	
csx	camb1244	Cambodian Sign Language			Zxxx		2 Stable	Emerging	0	1,500		deaf1237	Yes	
zbc	cent2098	Central Berawan			Latn	Developing	3 Endangered	Still	0	1,500		cent2097	Yes	
gct	colo1254	Colonia Tovar German			Latn	Shifting	3 Endangered	Emerging	0	1,500		nort3310	Yes	
dkk	dakk1238	Dakka	bahasa Dakka		Latn	Shifting	3 Endangered	Emerging	0	1,500		pitu1237	Yes	
dwy	dhuw1250	Dhuwaya			Latn		1 Institutional	Ascending	0	1,500		dhuw1249	Yes	
kqc	doro1266	Doromu-Koki			Latn	Developing	1 Institutional	Emerging	0	1,500		manu1261	Yes	
ojg	east2542	Eastern Ojibwa	Nishnaabemwin (Jibwemwin)			Threatened	3 Endangered	Ascending	0	1,500	oji	cent2252	Possibly	But probably want to use macrolanguage
dbf	edop1238	Edopi	bahasa Dosobou		Latn	Developing	3 Endangered	Still	0	1,500		cent2110	Yes	
eno	engg1245	Enggano	bahasa Enggano		Latn	Threatened	3 Endangered	Emerging	0	1,500		suma1277	Yes	
fut	futu1245	Futuna-Aniwa			Latn	Developing	2 Stable	Emerging	0	1,500		mele1252	Yes	
gak	gamk1238	Gamkonora	bahasa Gamkonora		Latn	Vigorous	3 Endangered	Still	0	1,500		nucl1759	Yes	
grx	guri1248	Guriaso			Latn	Threatened	3 Endangered	Still	0	1,500			Yes	
hoe	horo1245	Horom			Latn	Vigorous	2 Stable	Still	0	1,500		horo1248	Yes	
hnu	hung1275	Hung				Shifting	3 Endangered	Still	0	1,500		cuoi1242	Yes	
jup	hupd1244	Hupdë	Hupdë		Latn	Developing	2 Stable	Still	0	1,500		hupy1235	Yes	
tmu	iauu1242	Iau			Latn	Developing	2 Stable	Still	0	1,500		cent2110	Yes	
cbo	izor1238	Izora			Latn	Moribund	3 Endangered	Still	0	1,500		chok1248	Yes	
jek	jeri1242	Jeri Kuo			Latn	Shifting	3 Endangered	Still	0	1,500		jeri1241	Yes	
jia	jina1244	Jina			Latn	Threatened	3 Endangered	Emerging	0	1,500		jina1243	Yes	
jeu	jonk1238	Jonkor Bourmataguil			Latn	Shifting	3 Endangered	Emerging	0	1,500		unun9877	Yes	
bzp	kemb1235	Kemberano			Latn	Vigorous	3 Endangered	Still	0	1,500		kemb1251	Yes	
kvm	kend1252	Kendem			Latn	Threatened	2 Stable	Emerging	0	1,500		kend1255	Yes	
vko	kode1237	Kodeoha	bahasa Kodeoha		Latn	Vigorous	3 Endangered	Emerging	0	1,500		west2567	Yes	
jkr	koro1316	Koro (India)				Threatened	3 Endangered	Emerging	0	1,500		koro1317	Yes	
lmh	lamb1277	Lambichhong			Deva	Shifting	3 Endangered	Still	0	1,500		book1242	Yes	
lgu	long1395	Longgu			Latn	Vigorous	2 Stable	Emerging	0	1,500		mala1485	Yes	
smj	lule1254	Lule Sami	julevsámegiella		Latn		3 Endangered	Ascending	0	1,500	smi	lule1256	Yes	
skc	sauk1252	Ma Manda			Latn	Vigorous	2 Stable	Emerging	0	1,500		sauk1253	Yes	
kmd	madu1248	Majukayang Kalinga			Latn	Vigorous	2 Stable	Emerging	0	1,500		sout3207	Yes	
mmo	mang1404	Mangga Buang			Latn	Developing	3 Endangered	Emerging	0	1,500		mapo1247	Yes	
mqp	mani1297	Manipa			Latn	Vigorous	3 Endangered	Still	0	1,500		west2853	Yes	
maq	chiq1250	Mazatec			Latn	Threatened	3 Endangered	Emerging	0	1,500		maza1295	Yes	
xkd	mend1267	Mendalam Kayan			Latn	Vigorous	3 Endangered	Still	0	1,500		kaya1333	Yes	
pla	mian1254	Miani			Latn	Developing	3 Endangered	Emerging	0	1,500		kauk1240	Yes	
mkm	mokl1243	Moklen			Thai	Threatened	3 Endangered	Still	0	1,500		moke1241	Yes	
agz	mtir1235	Mt. Iriga Agta			Latn	Vigorous	3 Endangered	Still	0	1,500		inag1234	Yes	
nbt	naaa1245	Na			Latn	Vigorous	3 Endangered	Still	0	1,500		bang1372	Yes	
nec	nede1245	Nedebang	bahasa Nedebang		Latn	Vigorous	3 Endangered	Still	0	1,500		pant1258	Yes	
yir	nort2918	North Awyu	bahasa Awyu utara		Latn		3 Endangered	Still	0	1,500		awyu1264	Yes	
hih	pamo1253	Pamosu			Latn	Threatened	2 Stable	Emerging	0	1,500		tibo1243	Yes	
pzn	para1302	Para Naga			Latn	Vigorous	2 Stable	Still	0	1,500		yimc1239	Yes	
prz	prov1243	Providencia Sign Language			Zxxx	Nearly Extinct	2 Stable	Still	0	1,500		prov1248	Yes	
ymq	qila1235	Qila Muji					3 Endangered	Still	0	1,500		core1246	Yes	
zpx	sanb1241	San Baltazar Loxicha Zapotec			Latn	Threatened	3 Endangered	Emerging	0	1,500	zap	coat1242	Possibly	Will be hard to find specific data, may be better to use macrolanguage
spn	sana1298	Sanapaná			Latn		3 Endangered	Still	0	1,500		east2852	Yes	
sgk	sang1320	Sangkong				Threatened	3 Endangered	Still	0	1,500		biso1241	Yes	
nxl	sout2895	South Nuaulu			Latn	Vigorous	3 Endangered	Ascending	0	1,500		nuau1240	Yes	
tjs	sout2739	Southern Tujia			Latn	Moribund	3 Endangered	Still	0	1,500		tuji1244	Yes	
tlo	talo1250	Talodi				Nearly Extinct	3 Endangered	Still	0	1,500		ndin1246	Yes	
wbb	wabo1240	Wabo			Latn	Shifting	3 Endangered	Still	0	1,500		east2438	Yes	
ybo	yabo1240	Yabong			Latn	Vigorous	2 Stable	Still	0	1,500		yaga1258	Yes	
zik	zima1244	Zimakani			Latn	Developing	2 Stable	Still	0	1,500		boaz1244	Yes	
bxs	busa1251	Busam			Latn	Threatened	3 Endangered	Emerging	0	1,490		sout3181	Yes	
mtk	mbee1250	Mbe'			Latn	Threatened	3 Endangered	Emerging	0	1,490		nkam1238	Yes	
xmb	mbon1252	Mbonga			Latn	Vigorous	3 Endangered	Emerging	0	1,490		jara1262	Yes	
vay	wayu1241	Wayu			Deva	Shifting	3 Endangered	Emerging	0	1,482		nort2730	Yes	
gwj	gwii1239	/Gwi			Latn	Vigorous	3 Endangered	Emerging	0	1,470		anaa1239	Yes	
sbc	kele1258	Kele (Papua New Guinea)			Latn	Vigorous	2 Stable	Still	0	1,460		kurt1251	Yes	
bcu	awad1244	Awad Bing			Latn	Educational	2 Stable	Emerging	0	1,450		astr1247	Yes	
gnm	ginu1240	Ginuman			Latn	Vigorous	2 Stable	Still	0	1,440		sout3380	Yes	
aqc	arch1244	Archi			Cyrl	Threatened	3 Endangered	Emerging	0	1,435		lezg1248	Yes	
rhp	yaha1247	Yahang			Latn	Vigorous	3 Endangered	Still	0	1,430		heyo1241	Yes	
hur	halk1245	Halkomelem	Hǝn̓q̓ǝmin̓ǝm̓		Latn	Moribund	3 Endangered	Ascending	0	1,415		sout3394	Yes	
anx	andr1248	Andra-Hus			Latn	Vigorous	2 Stable	Still	0	1,410		east2460	Yes	
gcn	gain1243	Gaina			Latn	Vigorous	2 Stable	Still	0	1,410		gaen1235	Yes	
aku	akum1238	Akum	aakuem		Latn	Vigorous	2 Stable	Emerging	0	1,400		akum1239	Yes	
big	bian1252	Biangai			Latn	Developing	2 Stable	Emerging	0	1,400		kuni1270	Yes	
bdg	bong1289	Bonggi			Latn	Threatened	3 Endangered	Emerging	0	1,400		nort3172	Yes	
mwo	cent2058	Central Maewo			Latn	Threatened	3 Endangered	Still	0	1,400		maew1234	Yes	
naz	coat1240	Coatepec Nahuatl			Latn	Shifting	3 Endangered	Emerging	0	1,400		nort3202	Yes	
twp	eree1241	Ere			Latn	Vigorous	2 Stable	Still	0	1,400		kurt1251	Yes	
fau	fayu1238	Fayu	bahasa Fayu		Latn	Vigorous	2 Stable	Still	0	1,400		fayu1239	Yes	
gnz	ganz1247	Ganzi			Latn	Vigorous	3 Endangered	Still	0	1,400		baka1278	Yes	
ilu	iliu1237	Ili'uun			Latn	Vigorous	3 Endangered	Still	0	1,400		weta1245	Yes	
xns	kana1283	Kanashi				Vigorous	3 Endangered	Still	0	1,400		kinn1250	Yes	
kqw	kand1301	Kandas			Latn	Vigorous	3 Endangered	Emerging	0	1,400		kand1307	Yes	
kfw	khar1288	Kharam Naga			Latn	Vigorous	2 Stable	Emerging	0	1,400		kolh1241	Yes	
mti	maiw1251	Maiwa (Papua New Guinea)			Latn	Developing	2 Stable	Emerging	0	1,400		cent2401	Yes	
mvk	mekm1240	Mekmek			Latn	Vigorous	2 Stable	Still	0	1,400		yuat1252	Yes	
mpt	mian1256	Mian			Latn	Developing	2 Stable	Emerging	0	1,400		mian1255	Yes	
sps	sapo1253	Saposa			Latn	Developing	3 Endangered	Emerging	0	1,400		sapo1252	Yes	
keg	tese1238	Tese			Latn	Shifting	3 Endangered	Still	0	1,400		teme1251	Yes	
ngy	tibe1274	Tibea			Latn	Vigorous	3 Endangered	Emerging	0	1,400		bafi1244	Yes	
txo	toto1302	Toto			Toto	Vigorous	3 Endangered	Ascending	0	1,400		dhim1247	Yes	
urg	urig1240	Urigina			Latn	Vigorous	3 Endangered	Still	0	1,400		urig1241	Yes	
wnu	usan1239	Usan			Latn	Developing	3 Endangered	Emerging	0	1,400		kari1319	Yes	
yet	yetf1238	Yetfa	bahasa Biaksi		Latn		2 Stable	Emerging	0	1,400			Yes	
bor	boro1282	Borôro			Latn	Threatened	3 Endangered	Emerging	0	1,390		boro1285	Yes	
ped	mala1494	Mala (Papua New Guinea)			Latn	Developing	3 Endangered	Emerging	0	1,390		kauk1240	Yes	
tli	tlin1245	Tlingit	Lingít		Latn	Moribund	3 Endangered	Ascending	0	1,390		atha1245	Yes	
bch	bari1286	Bariai			Latn	Educational	2 Stable	Ascending	0	1,380		east2772	Yes	
biq	bipi1237	Bipi			Latn	Vigorous	2 Stable	Emerging	0	1,380		west2848	Yes	
pkr	atta1243	Attapady Kurumba			Mlym	Developing	2 Stable	Emerging	0	1,370		mudu1245	Yes	
ywa	kalo1262	Kalou			Latn	Vigorous	2 Stable	Still	0	1,370		yimi1235	Yes	
puw	pulu1242	Puluwatese	kepehen Pwolowat		Latn	Vigorous	2 Stable	Emerging	0	1,360		pulu1244	Yes	
chu	chur1257	Old Church Slavonic	церковнослове́нскїй	Mostly Written (also Spoken)	Cyrl	Extinct	4 Extinct	Ascending	0	1,352		east2269	Possibly	Actively used by few people, may be hard to disambiguate between liturgial use and active use
bxh	buhu1237	Buhutu			Latn	Developing	2 Stable	Emerging	0	1,350		suau1243	Yes	
mii	chig1239	Chigmecatitlán Mixtec			Latn	Vigorous	3 Endangered	Still	0	1,350		nort3200	Yes	
lut	lush1252	Lushootseed	Dəxʷləšucid		Latn	Nearly Extinct	3 Endangered	Ascending	0	1,350		lush1251	Yes	
mds	mari1438	Maria (Papua New Guinea)			Latn	Vigorous	2 Stable	Still	0	1,350		manu1261	Yes	
mrm	merl1237	Mwerlap			Latn	Vigorous	2 Stable	Still	0	1,350		torr1262	Yes	
mns	mans1258	Mansi	ма̄ньси		Cyrl	Threatened	3 Endangered	Ascending	0	1,346		nort3271	Yes	
len	lenc1239	Lenca			Latn	Dormant	3 Endangered	Still	0	1,341			Yes, with caveat	Some sources report this as extinct, some as active
saa	saba1276	Saba			Latn	Threatened	3 Endangered	Emerging	0	1,340		saba1281	Yes	
pao	nort2954	Northern Paiute			Latn	Shifting	3 Endangered	Emerging	0	1,335		west2621	Yes	
btr	baet1237	Baetora			Latn	Vigorous	2 Stable	Still	0	1,330		maew1234	Yes	
kpc	curr1243	Curripaco			Latn	Developing	2 Stable	Ascending	0	1,330		bani1259	Yes	
gnu	gnau1240	Gnau			Latn	Vigorous	2 Stable	Still	0	1,330		unun9969	Yes	
knm	kana1291	Kanamarí			Latn	Vigorous	2 Stable	Still	0	1,330		katu1274	Yes	
kbg	kham1283	Khamba			Tibt	Vigorous	3 Endangered	Emerging	0	1,330		uncl1513	Yes	
ylb		Yaleba			Latn		2 Stable	Still	0	1,330			Yes	
dbw	bank1259	Bankan Tey Dogon			Latn	Vigorous	2 Stable	Still	0	1,320		nang1263	Yes	
lek	leip1237	Leipon			Latn	Vigorous	3 Endangered	Still	0	1,320		east2460	Yes	
pfa	paaf1237	Pááfang	pworausen Pááféng		Latn	Moribund	3 Endangered	Emerging	0	1,320		muri1261	Yes	
udi	udii1243	Udi	удин		Cyrl	Developing	3 Endangered	Ascending	0	1,320		udia1235	Yes	
lbv	lava1239	Lavatbura-Lamusong			Latn	Developing	2 Stable	Emerging	0	1,310		mada1284	Yes	
ssd	siro1249	Siroi			Latn	Developing	2 Stable	Emerging	0	1,310		kabe1245	Yes	
fag	fino1238	Finongan			Latn	Vigorous	2 Stable	Emerging	0	1,300		finu1234	Yes	
hah	haho1237	Hahon			Latn	Vigorous	2 Stable	Still	0	1,300		tinp1238	Yes	
oin	ineb1235	Inebu One			Latn	Vigorous	2 Stable	Still	0	1,300		cent2238	Yes	
xay	kaya1324	Kayan Mahakam	bahasa Kayan Mahakam		Latn	Vigorous	3 Endangered	Still	0	1,300		reja1244	Yes	
kqg	khee1238	Khe			Latn	Shifting	3 Endangered	Still	0	1,300		dogo1293	Yes	
ght	kuta1241	Kutang Ghale			Tibt	Vigorous	2 Stable	Emerging	0	1,300		ghal1246	Yes	
skm	saka1292	Kutong			Latn	Developing	2 Stable	Still	0	1,300		saka1297	Yes	
aup	maka1315	Makayam			Latn	Vigorous	2 Stable	Still	0	1,300		nucl1713	Yes	
pdi	padi1241	Pa Di				Threatened	3 Endangered	Still	0	1,300		whit1265	Yes	
yph	phup1237	Phupha					3 Endangered	Still	0	1,300		phup1236	Yes	
ptv	port1286	Port Vato			Latn	Vigorous	2 Stable	Still	0	1,300		sout3403	Yes	
slc	sali1298	Sáliba			Latn	Shifting	3 Endangered	Still	0	1,300		sali1297	Yes	
sny	sani1270	Saniyo-Hiyewe			Latn	Developing	2 Stable	Emerging	0	1,300		west2576	Yes	
sod	song1300	Songoora			Latn	Vigorous	2 Stable	Emerging	0	1,300		song1314	Yes	
dmy	demt1241	Sowari	bahasa Demta		Latn	Moribund	3 Endangered	Still	0	1,300		sent1261	Yes	
ksj	uare1241	Uare			Latn	Developing	2 Stable	Emerging	0	1,300		hume1245	Yes	
usa	usar1243	Usarufa			Latn	Threatened	3 Endangered	Emerging	0	1,300		auya1234	Yes	
waj	waff1241	Waffa			Latn	Developing	2 Stable	Emerging	0	1,300		tair1260	Yes	
waa	wall1238	Walla Walla			Latn	Moribund	3 Endangered	Emerging	0	1,295		nort1527	Yes	
plu	pali1279	Palikúr			Latn	Educational	2 Stable	Ascending	0	1,290		cent2413	Yes	
aoi	anin1240	Anindilyakwa			Latn	Vigorous	2 Stable	Emerging	0	1,280		wubu1239	Yes	
clo	lowl1260	Lowland Oaxaca Chontal			Latn	Moribund	3 Endangered	Emerging	0	1,280		east2878	Yes	
tpa	taup1242	Taupota			Latn	Developing	2 Stable	Emerging	0	1,280		taup1244	Yes	
tmf	toba1268	Toba-Maskoy			Latn	Threatened	3 Endangered	Emerging	0	1,275		east2852	Yes	
agg	ango1254	Angor			Latn	Developing	3 Endangered	Emerging	0	1,270		sena1264	Yes	
ddw	dawe1237	Dawera-Daweloor			Latn	Shifting	3 Endangered	Still	0	1,270		nort2859	Yes	
kic	kick1244	Kickapoo	kikapú		Latn	Threatened	3 Endangered	Emerging	0	1,270		foxx1245	Yes	
mbl	maxa1247	Maxakalí			Latn	Developing	2 Stable	Emerging	0	1,270		nucl1842	Yes	
afk	nanu1240	Nanubae			Latn	Vigorous	3 Endangered	Still	0	1,270		araf1243	Yes	
esk	nort2945	Northwest Alaska Inupiatun				Threatened	3 Endangered	Ascending	0	1,270	ipk	inup1234	Possibly	But probably want to use macrolanguage
rau	raut1239	Raute				Threatened	3 Endangered	Still	0	1,267		raut1240	Yes	
tkl	toke1240	Tokelauan	gagana Tokelau		Latn	Developing	3 Endangered	Ascending	0	1,257		samo1310	Yes	
shs	shus1248	Shuswap	Secwepemctsin		Latn	Shifting	3 Endangered	Ascending	0	1,255		thom1244	Yes	
imi	anam1248	Anamgura			Latn	Vigorous	2 Stable	Still	0	1,250		anam1250	Yes	
mtv	asar1240	Asaro'o			Latn	Vigorous	2 Stable	Still	0	1,250		mole1240	Yes	
brz	bilb1241	Bilbil			Latn	Vigorous	3 Endangered	Emerging	0	1,250		nucl1510	Yes	
jhi	jeha1242	Jehai			Latn	Threatened	2 Stable	Still	0	1,250		menr1235	Yes	
kql	kyen1243	Kyenele			Latn	Developing	2 Stable	Emerging	0	1,250		miya1267	Yes	
mzr	maru1252	Marúbo			Latn	Developing	2 Stable	Emerging	0	1,250		maru1251	Yes	
xmt	matb1237	Matbat	bahasa Matbat		Latn	Threatened	3 Endangered	Still	0	1,250		maya1288	Yes	
lgk	ling1265	Neverver			Latn	Threatened	3 Endangered	Emerging	0	1,250		cent2316	Yes	
ors	oran1259	Orang Seletar			Latn	Threatened	3 Endangered	Still	0	1,250	msa	sing1270	Possibly	But probably want to use macrolanguage
ess	cent2128	Yupik	Akuzipigestun		Latn	Educational	3 Endangered	Ascending	0	1,244		yupi1267	Yes	
ivb	ibat1238	Ibatan			Latn	Educational	3 Endangered	Ascending	0	1,240		bata1315	Yes	
ssg	seim1238	Seimat			Latn	Educational	1 Institutional	Emerging	0	1,240		west2532	Yes	
mwc	aree1239	Are			Latn	Developing	2 Stable	Emerging	0	1,230		ared1234	Yes	
bes	besm1235	Besme			Latn	Vigorous	2 Stable	Emerging	0	1,230		kimb1240	Yes	
loj	louu1245	Lou			Latn	Vigorous	2 Stable	Emerging	0	1,230		loup1244	Yes	
sey	seco1241	Secoya	Paikoka		Latn	Developing	2 Stable	Ascending	0	1,230		sion1248	Yes	
syw	kaga1252	Kagate			Deva	Vigorous	3 Endangered	Ascending	0	1,226		yolm1234	Yes	
mwp	kala1377	Kala Lagaw Ya			Latn	Educational	2 Stable	Ascending	0	1,220		pama1250	Yes	
oia	oira1263	Oirata			Latn	Shifting	3 Endangered	Still	0	1,220		fata1246	Yes	
giw	whit1267	White Gelao				Vigorous	3 Endangered	Still	0	1,220		sout2749	Yes	
yla	yaul1241	Yaul			Latn		3 Endangered	Still	0	1,210		mong1343	Yes	
apo	apal1255	Ambul			Latn	Vigorous	2 Stable	Still	0	1,200		west2530	Yes	
eiv	asko1238	Askopan			Latn	Developing	2 Stable	Still	0	1,200		roto1248	Yes	
kud	auhe1237	Auhelawa			Latn	Developing	2 Stable	Emerging	0	1,200		suau1243	Yes	
bkl	beri1254	Berik	bahasa Sewan Teteris		Latn	Threatened	3 Endangered	Emerging	0	1,200		tora1268	Yes	
glc	bong1282	Bon Gula			Latn	Vigorous	2 Stable	Emerging	0	1,200		goul1244	Yes	
bpa	daka1243	Daakaka			Latn	Vigorous	2 Stable	Emerging	0	1,200		sout3403	Yes	
duo	dupa1235	Dupaninan Agta			Latn	Threatened	3 Endangered	Ascending	0	1,200		nort3187	Yes	
faa	fasu1242	Fasu			Latn	Developing	2 Stable	Emerging	0	1,200			Yes	
gbf	gaik1242	Gaikundi			Latn	Developing	2 Stable	Emerging	0	1,200		bund1258	Yes	
kgc		Kasseng				Threatened			0	1,200	tdf		No	ISO considers this a duplicate of tdf
kkk	koko1269	Kokota			Latn	Threatened	3 Endangered	Emerging	0	1,200		cent2063	Yes	
kdw	kone1241	Koneraw	bahasa Koneraw		Latn	Shifting	3 Endangered	Still	0	1,200		momb1255	Yes	
crc	lonw1238	Lonwolwol			Latn	Developing	3 Endangered	Still	0	1,200		ambr1240	Yes	
luu	lumb1250	Lumba-Yakkha			Deva	Threatened	3 Endangered	Still	0	1,200		book1242	Yes	
pkt	male1282	Maleng				Threatened	3 Endangered	Still	0	1,200		chut1246	Yes	
msf	mekw1241	Mekwei			Latn	Moribund	3 Endangered	Still	0	1,200		oute1261	Yes	
mqq	mino1243	Minokok			Latn	Threatened	3 Endangered	Still	0	1,200		sugu1244	Yes	
mpz	mpii1239	Mpi			Thai	Shifting	3 Endangered	Still	0	1,200		bika1252	Yes	
nmx	nama1266	Nama (Papua New Guinea)			Latn	Vigorous	2 Stable	Emerging	0	1,200		nama1270	Yes	
nvm	nami1258	Namiae			Latn	Developing	2 Stable	Emerging	0	1,200		bara1377	Yes	
nqm	ndom1245	Ndom	bahasa Ndom		Latn	Vigorous	3 Endangered	Still	0	1,200		kolo1268	Yes	
nwm	nyam1279	Nyamusa-Molo			Latn	Vigorous	2 Stable	Still	0	1,200		lori1239	Yes	
orh	oroq1238	Oroqen				Nearly Extinct	3 Endangered	Emerging	0	1,200		nort3147	Yes	
psw	port1285	Port Sandwich			Latn	Nearly Extinct	3 Endangered	Still	0	1,200		port1295	Yes	
sbg	sege1235	Seget			Latn	Vigorous	3 Endangered	Still	0	1,200		sege1236	Yes	
seu	seru1244	Serui-Laut			Latn	Threatened	3 Endangered	Emerging	0	1,200		seru1248	Yes	
tln	talo1251	Talondo'	bahasa Talondo’		Latn	Vigorous	3 Endangered	Still	0	1,200		tora1260	Yes	
tve	teun1241	Te'un	bahasa Te’un		Latn	Extinct	4 Extinct	Emerging	0	1,200		teun1242	Yes, with caveat	Some sources report this as extinct, some as active
tzn	tugu1245	Tugun			Latn	Vigorous	3 Endangered	Still	0	1,200		pera1258	Yes	
uge	ughe1237	Ughele			Latn	Vigorous	2 Stable	Emerging	0	1,200		east2761	Yes	
yaa	yami1256	Yaminahua			Latn	Developing	2 Stable	Ascending	0	1,200		yami1255	Yes	
buq	brem1238	Brem			Latn	Vigorous	3 Endangered	Still	0	1,190		mane1269	Yes	
otw	otta1242	Ottawa	Nishnaabemwin (Daawaamwin)		Latn	Shifting	3 Endangered	Emerging	0	1,185	oji	ojib1241	Possibly	But probably want to use macrolanguage
prm	kibi1239	Kibiri			Latn	Vigorous	2 Stable	Still	0	1,180			Yes	
mqz	mala1487	Pano			Latn	Vigorous	2 Stable	Still	0	1,180		kora1297	Yes	
sow	sowa1245	Sowanda			Latn	Vigorous	2 Stable	Still	0	1,180		wain1248	Yes	
wng	wang1299	Wanggom			Latn	Vigorous	3 Endangered	Still	0	1,180		ndei1235	Yes	
mzp	movi1243	Movima			Latn	Moribund	3 Endangered	Emerging	0	1,173			Yes	
ake	akaw1239	Akawaio			Latn	Threatened	2 Stable	Ascending	0	1,170		kapo1251	Yes	
omo	utar1238	Utarmbung			Latn	Vigorous	2 Stable	Still	0	1,170		osum1243	Yes	
abw	pall1244	Pal			Latn	Vigorous	2 Stable	Still	0	1,160		omos1240	Yes	
zsu	suku1264	Sukurum			Latn	Vigorous	2 Stable	Still	0	1,160		moun1250	Yes	
tri	trio1238	Trió			Latn	Developing	2 Stable	Emerging	0	1,160		tiri1260	Yes	
tna	taca1256	Tacana			Latn	Shifting	3 Endangered	Ascending	0	1,153		taka1268	Yes	
aps	arop1242	Arop-Sissano			Latn	Developing	2 Stable	Emerging	0	1,150		siss1245	Yes	
jni	janj1240	Janji			Latn	Vigorous	3 Endangered	Still	0	1,150		nort3215	Yes	
niu	niue1239	Niuean	Vagahau Niuē		Latn	National	1 Institutional	Ascending	0	1,147		tong1324	Yes	
gup	gunw1252	Gunwinggu			Latn	Threatened	2 Stable	Emerging	0	1,140		gunw1250	Yes	
